    id  name                                    desc                                                                                                                                                                                                                                                           
   451  OPERATE_MZFS_ID                         为患者进行手术、操作时拟使用的麻醉方法在特定编码体系中的代码                                                                                                                                                                     
   452  PATIENT_BEFORE_SURGERY_MERGE_OTHER      患者在接受手术前，除与手术相关的诊断外，同时合并的其他疾病                                                                                                                                                                        
   453  MATTERS_NEED_ATTENTION                  对可能出现问题及采取相应措施的描述                                                                                                                                                                                                            
   454  BRIEF_HISTORY                           对患者病史的简要描述                                                                                                                                                                                                                                 
   455  ALLERGY_HISTORY                         患者既往发生过敏情况的详细描述                                                                                                                                                                                                                  
   456  ECG_RESULT                              对患者心电图检査结果的详细描述                                                                                                                                                                                                                  
   457  CHEST_X_RAY__RESULT                     对患者胸部X线检査结果的详细描述                                                                                                                                                                                                                 
   458  CT_ RESULT                              CT检查结果的详细描述                                                                                                                                                                                                                                  
   459  B_ULTRA_ RESULT                         B超检査结果的详细描述                                                                                                                                                                                                                                
   460  AUXILIARYEXAMI_RESULT                   MRI检査结果的咩细描述                                                                                                                                                                                                                                 
   461  AUXILIARYEXAMI_RESULT                   患者肺功能检査结果的详细描述                                                                                                                                                                                                                     
   462  BGA_RESULT                              麻醉术前访视时，对患者血常规检查结果的详细描述                                                                                                                                                                                          
   463  URINE_ROUTINE_RESULT                    麻醉术前访视时，对患者尿常规检査结果的详细描述                                                                                                                                                                                          
   464  COAGULATION_RESULT                      麻醉术前访视时，对患者凝血功能检査结果的详细描述                                                                                                                                                                                       
   465  LIVER_FUNCTION_RESULT                   对患者肝功能检查结果的详细描述                                                                                                                                                                                                                  
   466  BGA_RESULT                              麻醉术前访视时，对患者血气分析检査结果的详细描述                                                                                                                                                                                       
   467  ORD_EXAM_RESULT                         对患者一般状况检查结果的详细描述，包括其发育状况、营养状况、体味、步态、面容与表情、意识，检査能否合作等                                                                                                   
   468  MENTAL_STATE_FLAG                       标识患者精神状态是否正常的标志                                                                                                                                                                                                                  
   469  CARDIAC_AUSCULTATION_RESULT             麻醉术前访视时，对心脏听诊结果的详细描述                                                                                                                                                                                                   
   470  LUNG_AUSCULTATION_RESULT                麻醉术前访视时，对患者肺部听诊检查结果的描述                                                                                                                                                                                             
   471  LIMBS_RESULT                            麻醉术前访视时，对四肢检査结果的详细描述                                                                                                                                                                                                   
   472  SPINAL_RESULT                           麻醉术前访视时，对脊柱检查结果的详细描述                                                                                                                                                                                                   
   473  ABDOMINAL _RESULT                       麻醉术前访视时，对腹部检査结果的详细描述                                                                                                                                                                                                   
   474  TRACHEALL _RESULT                       麻醉术前访视时，对气管检査结果的详细描述                                                                                                                                                                                                   
   475  DENTAL_RESULT                           麻醉术前访视时，对牙齿检査结果的详细描述                                                                                                                                                                                                   
   476  ADVICE_CONTENT                          术前麻醉医师下达的医嘱                                                                                                                                                                                                                              
   477  ANESTHESIA_INDICATION                   麻醉适应证的描述                                                                                                                                                                                                                                       
   478  PATIENT_NAME                            对患者实施麻醉的麻醉医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                   
   479  SIGN_DATETIME                           进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
   480  OUTP_NO                                 按照某一特定编码规则赋予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
   481  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
   482  ELECTRONIC_APPLY_NO                     按照某一特定编码规则赋予电子申请单的顺序号                                                                                                                                                                                                
   483  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
   484  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
   485  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
   486  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
   487  OPERATION_ROOM_NO                       对患者实施手术操作时所在的手术室房间编号                                                                                                                                                                                                   
   488  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
   489  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
   490  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
   491  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示：分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                        
   492  WEIGHT                                  患者体重的测量值，计量单位为kg                                                                                                                                                                                                                   
   493  ABO_BLOOD                               在本次住院期间进行血型检査明确，或既往病历资料能够明确的患者ABO血型类别在特定编码体系中的代码                                                                                                                     
   494  RH_BLOOD                                在本次住院期间进行血型检査明确，或既往病历资料能够明确的患者Rh血型的类别代码                                                                                                                                              
   495  DIAG_CODE                               术前诊断在特定编码体系中的编码                                                                                                                                                                                                                  
   496  DIAG_CODE                               术后诊断在特定编码体系中的编码                                                                                                                                                                                                                  
   497  OPERTOR_CODE                            患者住院期间实施的手术及操作在特定编码体系中的编码                                                                                                                                                                                    
   498  OPERATION_LOCATION_FLAG                 手术时患者采取的体位在特定编码体系中的代码                                                                                                                                                                                                
   499  OPERATE_MZFS_ID                         为患者进行手术、操作时使用的麻醉方法在特定编码体系中的代码                                                                                                                                                                        
   500  TRACHEAL_INTUBATION_CODE                标识全身麻醉时气管插管分类的描述                                                                                                                                                                                                               
   501  AFTER_DELIVERY_DRUG                     药物通用名称                                                                                                                                                                                                                                             
   502  ANESTHESIA_POSITION                     麻醉体位的详细描述                                                                                                                                                                                                                                    
   503  BREATH_TYPE_FLAG                        呼吸类型的分类代码                                                                                                                                                                                                                                    
   504  ANAESTHESIA_DESC                        麻醉过程的详细描述                                                                                                                                                                                                                                    
   505  ROUTINE_MONITOR_NAME                    麻醉过程中，需要常规监测项目的名称                                                                                                                                                                                                            
   506  ROUTINE_MONITOR_RESULT                  麻醉过程中，常规监测项结果的详细记录                                                                                                                                                                                                         
   507  ROUTINE_MONITOR_NAME                    麻醉过程中，需要特殊监测项目的名称                                                                                                                                                                                                            
   508  ROUTINE_MONITOR_RESULT                  麻醉过程中，特殊监测项目结果的详细记录                                                                                                                                                                                                      
   509  ANESTH_COMPLIC_CODE                     是否具有麻醉合并症的分类代码                                                                                                                                                                                                                     
   510  DIAG_DESC                               对患者诊疗过程的详细描述                                                                                                                                                                                                                           
   511  OPERATION_PROCESS_DESC                  局部麻醉中穿刺过程的详细描述                                                                                                                                                                                                                     
   512  SYSTOLIC_PRESSURE                       收缩压的测fl值，计最单位为mmHg                                                                                                                                                                                                                     
   513  DIASTOLIC_PRESSURE                      舒张压的测量值，计量单位为mmHg                                                                                                                                                                                                                    
   514  TEMPERATURE                             体温的测量值，计量单位为℃                                                                                                                                                                                                                        
   515  PACEMAKER _HEARTRATE                    心脏搏动频率的测量值，计量单位为次/min                                                                                                                                                                                                        
   516  SPHYGMUS                                患者每分钟脉搏次数的测量值，计量单位为次/min                                                                                                                                                                                               
   517  BREATH_FREQUENCY                        患者单位时间内呼吸次数的测量值，计量单位为次/min                                                                                                                                                                                         
   518  ASA                                     根据美同麻醉师协会（ASA)制定的分级标准，对病人体质状况和对手术危险性进行评估分级的结果在特定编码体系中的代码                                                                                               
   519  ANESTHESIA_EFFECT                       实施麻醉效果的描述                                                                                                                                                                                                                                    
   520  DRUG_USAGE                              在患者进行麻醉前给予的药品的具体描述                                                                                                                                                                                                         
   521  SALVAGE_BEGIN_DATATIME                  对患者开始手术操作时的公元纪年日期和时间的完整描述                                                                                                                                                                                    
   522  OPERATOR_DATE                           麻醉开始时的公元纪年日期和时间的完整描述                                                                                                                                                                                                   
   523  POSTPARTUM_OBSERVATION_TIME             对患者结束手术操作时的公元纪年日期和时间的完整描述                                                                                                                                                                                    
   524  OUT_ROOM_DATETIME                       患者离开手术室时的公元纪年日期和时间的完整描述                                                                                                                                                                                          
   525  PATIENT_NAME                            为患者实施手术的主要执行人员在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                      
   526  AFTER_DELIVERY_DRUG                     药物通用名称                                                                                                                                                                                                                                             
   527  DRUG_USAGE                              药物（含中药）治疗疾病具体用法的描述                                                                                                                                                                                                         
   528  DRUG_USAGE_FRE                          标识单位时间内药物使用的次数                                                                                                                                                                                                                     
   529  DRUG_DOSAGE_UNIT                        标识药物剂量的计量单位                                                                                                                                                                                                                              
   530  DRUG_USAGE_DOSAGE                       单次使用药物的剂量                                                                                                                                                                                                                                    
   531  DRUG_USAGE_TOTAL                        服药者在一段时间内累计服用某药物的剂量总计                                                                                                                                                                                                
   532  DRUG_USAGE_WAY                          药物使用途径在特定编码体系中的代码                                                                                                                                                                                                            
   533  POSTPARTUM_OBSERVATION_TIME             患者输血结束时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
   534  BLOODTRANSFUSION_TYPE_CODE              褕人全血或血液成分类别在特定编码体系中的代码                                                                                                                                                                                             
   535  BLOOD_TRANSFERED_VALUE                  输入红细胞、血小板、血浆、全血等的数量，计量单位为mL                                                                                                                                                                                  
   536  BLOODTRANSFERED_VALUE_DOSAGE            输入血液或血液成分的计量单位，可包含汉字的字符，如mL、单位、治疗量等                                                                                                                                                          
   537  BLOODTRANSFERED_REACTION_CODE           标识患者术中输血后是否发生了输血反应的标志                                                                                                                                                                                                
   538  OPERATE_ INFUSION_ITEM                  手术过程中输入液体的描述                                                                                                                                                                                                                           
   539  OPERATION_BLEEDING                      手术中出血量的累计值，计量单位为mL                                                                                                                                                                                                             
   540  PATIENTS_WHEREABOUTS                    患者当前诊疗过程结束后的去向在特定编码体系中的代码，这里指手术结束后的去向                                                                                                                                                
   541  PATIENT_NAME                            对患者实施麻醉的麻醉医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                   
   542  SIGN_DATETIME                           进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
   543  OUTP_NO                                 按照某一特定编码规则赋予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
   544  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
   545  ELECTRONIC_APPLY_NO                     按照某一特定编码规则赋予电子申请单的顺序号                                                                                                                                                                                                
   546  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
   547  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
   548  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
   549  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
   550  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
   551  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
   552  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计箅的历法年龄，以实足年龄的相应整数填写                                                                                                                             
   553  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
   554  WEIGHT                                  患者体重的测fi值，计量单位为kg                                                                                                                                                                                                                    
   555  ABO_BLOOD                               在本次住院期间进行血型检査明确，或既往病历资料能够明确的患者ABO血型类别在特定编码体系中的代码                                                                                                                     
   556  RH_BLOOD                                在本次住院期间进行血型检查明确，或既往病历资料能够明确的患者Rh血型的类别代码                                                                                                                                              
   557  DIAG_CODE                               术前诊断在特定编码体系中的编码                                                                                                                                                                                                                  
   558  DIAG_CODE                               术后诊断在特定编码体系中的编码                                                                                                                                                                                                                  
   559  ORD_EXAM_RESULT                         对患者一般状况检査结果的详细描述，包括其发育状况、营养状况、体味、步态、面容与表情、意识，检査能否合作等等                                                                                                
   560  OPERTOR_CODE                            患者住院期间实施的手术及操作在特定编码体系中的编码                                                                                                                                                                                    
   561  OPERATE_MZFS_ID                         为患者进行手术、操作时使用的麻醉方法在                                                                                                                                                                                                      
   562  ANAESTHESIA_RECOVERY                    对麻醉恢复情况的描述                                                                                                                                                                                                                                 
   563  CONSCIOUS_DATETIME                      麻醉后患者清醒时的公元纪年H期和时间的完整描述                                                                                                                                                                                            
   564  MATERNALPERINEAL_INCISION_CODE          标识是否已拔除气管插管的标志                                                                                                                                                                                                                     
   565  SPECIAL_STATUS                          对存在特殊情况的描述                                                                                                                                                                                                                                 
   566  ANESTHESIA_INDICATION                   麻醉适应证的描述                                                                                                                                                                                                                                       
   567  PATIENT_NAME                            对患者实施麻醉的麻醉医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                   
   568  SIGN_DATETIME                           进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
   569  OUTP_NO                                 按照某一特定编码规则赋予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
   570  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
   571  ELECTRONIC_APPLY_NO                     按照某一特定编码规则赋予电子申请单的顺序号                                                                                                                                                                                                
   572  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
   573  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
   574  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
   575  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
   576  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
   577  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
   578  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
   579  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
   580  ABO_BLOOD                               在本次住院期间进行血型检査明确，或既往病历资料能够明确的患者ABO血型类别在特定编码体系中的代码                                                                                                                     
   581  RH_BLOOD                                在本次住院期间进行血型检査明确，或既往病历资料能够明确的患者Rh血型的类别代码                                                                                                                                              
   582  BLOOD_TRANSFUSION_CODE                  既往有无输血经历的分类代码                                                                                                                                                                                                                        
   583  DIAG_CODE                               患者所患的疾病诊断特定编码体系中的编码                                                                                                                                                                                                      
   584  BLOOD_NATURE_CODE                       输血性质类别的分类代码                                                                                                                                                                                                                              
   585  ABO_BLOOD                               为患者申请的并实际输入的与患者本人相同的ABO血型类别在特定编码体系中的代码                                                                                                                                                   
   586  RH_BLOOD                                为患者申请的并实际输入的与患者本人相同的Rh血型类别在特定编码体系中的代码                                                                                                                                                    
   587  BLOOD_TRANSFUSION_INDICATION            受血者接受输血治疗的指征描述                                                                                                                                                                                                                     
   588  BLOOD_TRANSFUSION_PROCESS               对患者输血过程的详细描述                                                                                                                                                                                                                           
   589  BLOODTRANSFUSION_TYPE_CODE              输入全血或血液成分类别在特定编码体系中的代码                                                                                                                                                                                             
   590  BLOOD_NO                                按照特定编码规则赋予血袋的顺序号                                                                                                                                                                                                               
   591  BLOOD_TRANSFERED_VALUE                  输入红细胞、血小板、血浆、全血等的数量，计量单位为mL                                                                                                                                                                                  
   592  BLOODTRANSFERED_VALUE_DOSAGE            输入血液或血液成分的计量单位，可包含汉字的字符，如mL，单位，治疗量等                                                                                                                                                          
   593  BLOODTRANSFERED_REACTION_CODE           标识患者术中输血后是否发生了输血反应的标志                                                                                                                                                                                                
   594  BLOODTRANSFERED_TYPE_CODE               患者发生输血反应的分类在特定编码体系中的代码                                                                                                                                                                                             
   595  TIME_BLOOD                              输血次数的累计值                                                                                                                                                                                                                                       
   596  POSTPARTUM_OBSERVATION_TIME             患者输血结束时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
   597  BLOODTRANSFERED_REASON                  表示本次输血的原因                                                                                                                                                                                                                                    
   598  PATIENT_NAME                            医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
   599  SIGN_DATETIME                           进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                             
